current_position	current_torque	current_velocity	demanded_torque	event_id	event_type	prediction	timestamp
145.49451	0.0	0.0	0.314	99			7065.1218678
145.4066	0.0	0.0	-0.008	99			7065.4768913
145.49451	0.0	0.0	0.14	99			7065.4914558
145.49451	0.0	0.0	0.02	99			7065.5151746
145.4066	0.0	0.0	-0.201	99			7065.5338846
145.4066	0.0	0.0	0.475	99			7065.5501304
145.49451	0.0	0.0	0.09	99			7065.5698298
145.4066	0.0	0.0	-0.419	99			7065.5904547
145.4066	0.0	0.0	0.062	99			7065.6264719
145.4066	0.0	0.0	0.224	99			7065.6439208
145.4066	0.0	0.0	0.405	99			7065.6599287
145.49451	0.0	0.0	-0.355	99			7065.6769785
145.4066	0.0	0.0	-0.301	99			7065.6928347
145.4066	0.0	0.0	-0.006	99			7065.7138426
145.4066	0.0	0.0	-0.291	99			7065.7303132
145.49451	0.0	0.0	0.221	99			7065.7502522
145.49451	0.0	0.0	0.057	99			7065.7705848
145.49451	0.0	0.0	-0.178	99			7065.7983764
145.4066	0.0	0.0	-0.462	99			7065.8332898
145.49451	0.0	0.0	-0.434	99			7065.850873
145.49451	0.0	0.0	-0.056	99			7065.9064818
145.4066	0.0	0.0	0.287	99			7065.9232018
145.4066	0.0	0.0	0.454	99			7065.9549297
145.49451	0.0	0.0	0.254	99			7065.9705575
145.4066	0.0	0.0	0.169	99			7065.9911855
145.4066	0.0	0.0	0.375	99			7066.0130404
145.49451	0.0	0.0	-0.008	99			7066.0301103
145.49451	0.0	0.0	0.408	99			7066.051251
145.49451	0.0	0.0	0.053	99			7066.0705433
145.49451	0.0	0.0	-0.185	99			7066.1134695
145.4066	0.0	0.0	-0.277	99			7066.1306828
145.4066	0.0	0.0	-0.355	99			7066.1502527
145.49451	0.0	0.0	0.483	99			7066.170636
145.49451	0.0	0.0	0.054	99			7066.1912838
145.4066	0.0	0.0	0.087	99			7066.2153289
145.49451	0.0	0.0	-0.334	99			7066.2328592
145.4066	0.0	0.0	-0.371	99			7066.2577086
145.4066	0.0	0.0	0.321	99			7066.2749631
145.49451	0.0	0.0	-0.425	99			7066.2919178
145.4066	0.0	0.0	-0.486	99			7066.3127796
145.49451	0.0	0.0	-0.127	99			7066.330905
145.49451	0.0	0.0	-0.307	99			7066.3501617
145.4066	0.0	0.0	0.273	99			7066.3708668
145.4066	0.0	0.0	-0.05	99			7066.3915318
145.49451	0.0	0.0	-0.4	99			7066.4139541
145.49451	0.0	0.0	0.161	99			7066.4305214
145.49451	0.0	0.0	0.132	99			7066.4501604
145.4066	0.0	0.0	-0.381	99			7066.4989759
145.49451	0.0	0.0	-0.134	99			7066.5151736
145.4066	0.0	0.0	0.375	99			7066.5362799
145.4066	0.0	0.0	0.217	99			7066.5530724
145.49451	0.0	0.0	-0.203	99			7066.5698114
145.4066	0.0	0.0	0.37	99			7066.5958925
145.49451	0.0	0.0	-0.302	99			7066.6120976
145.49451	0.0	0.0	-0.2	99			7066.6471333
145.4066	0.0	0.0	0.16	99			7066.6637807
145.4066	0.0	0.0	-0.322	99			7066.6807879
145.4066	0.0	0.0	0.321	99			7066.6967359
145.49451	0.0	0.0	-0.169	99			7066.7150606
145.49451	0.0	0.0	-0.295	99			7066.7325783
145.4066	0.0	0.0	0.166	99			7066.7506203
145.49451	0.0	0.0	-0.437	99			7066.7702091
145.49451	0.0	0.0	0.147	99			7066.7927348
145.49451	0.0	0.0	0.319	99			7066.810259
145.49451	0.0	0.0	0.325	99			7066.8548126
145.49451	0.0	0.0	0.041	99			7066.8713636
145.4066	0.0	0.0	-0.401	99			7066.8898726
145.49451	0.0	0.0	-0.483	99			7066.9103267
145.49451	0.0	0.0	0.169	99			7066.9311427
145.49451	0.0	0.0	-0.435	99			7066.9499896
145.4066	0.0	0.0	-0.162	99			7066.9718089
145.49451	0.0	0.0	-0.376	99			7066.9896727
145.49451	0.0	0.0	0.112	99			7067.0105917
145.49451	0.0	0.0	0.41	99			7067.0298175
145.49451	0.0	0.0	0.148	99			7067.0497367
145.49451	0.0	0.0	-0.374	99			7067.0707427
145.4066	0.0	0.0	0.432	99			7067.0898511
145.4066	0.0	0.0	0.022	99			7067.1100714
145.49451	0.0	0.0	0.169	99			7067.1305342
145.49451	0.0	0.0	0.046	99			7067.1501048
145.4066	0.0	0.0	-0.304	99			7067.1743017
145.49451	0.0	0.0	0.242	99			7067.1908504
145.4066	0.0	0.0	-0.4	99			7067.2126004
145.49451	0.0	0.0	-0.022	99			7067.2326305
145.49451	0.0	0.0	-0.032	99			7067.3063481
145.49451	0.0	0.0	0.261	99			7067.3236387
145.49451	0.0	0.0	-0.202	99			7067.3407306
145.49451	0.0	0.0	-0.352	99			7067.3576372
145.49451	0.0	0.0	-0.373	99			7067.3745642
145.4066	0.0	0.0	-0.189	99			7067.4437474
145.4066	0.0	0.0	0.123	99			7067.460408
145.49451	0.0	0.0	-0.192	99			7067.4773843
145.49451	0.0	0.0	0.366	99			7067.4943214
145.49451	0.0	0.0	0.373	99			7067.5102968
145.4066	0.0	0.0	-0.173	99			7067.5331756
145.49451	0.0	0.0	-0.358	99			7067.5504805
145.4066	0.0	0.0	-0.227	99			7067.5738414
145.4066	0.0	0.0	0.161	99			7067.5908573
145.4066	0.0	0.0	0.298	99			7067.6101805
145.49451	0.0	0.0	0.433	99			7067.6300076
145.4066	0.0	0.0	-0.189	99			7067.650131
145.49451	0.0	0.0	0.106	99			7067.6696997
145.49451	0.0	0.0	0.061	99			7067.6900301
145.49451	0.0	0.0	-0.162	99			7067.7096161
145.49451	0.0	0.0	0.181	99			7067.7306363
145.49451	0.0	0.0	0.123	99			7067.7500836
145.49451	0.0	0.0	-0.18	99			7067.7708261
145.49451	0.0	0.0	-0.4	99			7067.7928714
145.49451	0.0	0.0	-0.429	99			7067.8132791
145.49451	0.0	0.0	-0.484	99			7067.8301265
145.49451	0.0	0.0	-0.076	99			7067.908734
145.49451	0.0	0.0	-0.085	99			7067.9306893
145.4066	0.0	0.0	-0.236	99			7067.9534019
145.4066	0.0	0.0	-0.364	99			7067.9703394
145.49451	0.0	0.0	-0.292	99			7067.9900291
145.49451	0.0	0.0	-0.064	99			7068.0098653
145.49451	0.0	0.0	-0.231	99			7068.0306787
145.49451	0.0	0.0	0.461	99			7068.0504873
145.49451	0.0	0.0	-0.418	99			7068.0856874
145.4066	0.0	0.0	-0.183	99			7068.1024095
145.4066	0.0	0.0	0.282	99			7068.1202655
145.49451	0.0	0.0	-0.476	99			7068.1361969
145.4066	0.0	0.0	0.478	99			7068.1521811
145.49451	0.0	0.0	0.412	99			7068.1698019
145.4066	0.0	0.0	0.134	99			7068.2040277
145.49451	0.0	0.0	-0.096	99			7068.2200276
145.49451	0.0	0.0	-0.322	99			7068.236941
145.49451	0.0	0.0	-0.482	99			7068.2529744
145.4066	0.0	0.0	0.493	99			7068.2699454
145.49451	0.0	0.0	-0.341	99			7068.2896744
145.49451	0.0	0.0	0.151	99			7068.3163581
145.49451	0.0	0.0	0.479	99			7068.3325964
145.4066	0.0	0.0	-0.29	99			7068.3534159
145.49451	0.0	0.0	-0.472	99			7068.369714
145.49451	0.0	0.0	-0.332	99			7068.3928138
