current_position	current_torque	current_velocity	demanded_torque	event_id	event_type	prediction	timestamp
149.36264	0.0	0.0	-0.304	99			5318.2531863
149.36264	0.0	0.0	-0.119	99			5318.617856
149.36264	0.0	0.0	-0.469	99			5318.6325932
149.36264	0.0	0.0	0.009	99			5318.6522041
149.36264	0.0	0.0	0.051	99			5318.6761101
149.36264	0.0	0.0	0.241	99			5318.6928771
149.36264	0.0	0.0	-0.026	99			5318.7144231
149.36264	0.0	0.0	-0.046	99			5318.7324663
149.36264	0.0	0.0	-0.271	99			5318.7524407
149.36264	0.0	0.0	0.419	99			5318.7756282
149.36264	0.0	0.0	-0.297	99			5318.7921764
149.36264	0.0	0.0	0.436	99			5319.6032051
149.36264	0.0	0.0	0.117	99			5319.6131985
149.36264	0.0	0.0	-0.005	99			5319.6317667
149.36264	0.0	0.0	0.175	99			5319.6517769
149.36264	0.0	0.0	-0.047	99			5319.6728634
149.36264	0.0	0.0	-0.132	99			5319.691919
149.36264	0.0	0.0	0.352	99			5319.7126795
149.45055	0.0	0.0	-0.259	99			5319.7318357
149.36264	0.0	0.0	0.391	99			5319.7519125
149.36264	0.0	0.0	0.062	99			5319.7722357
149.36264	0.0	0.0	-0.453	99			5319.7920096
149.36264	0.0	0.0	0.367	99			5319.8129894
149.36264	0.0	0.0	-0.201	99			5319.8317032
149.36264	0.0	0.0	-0.464	99			5319.8517907
149.36264	0.0	0.0	-0.047	99			5319.8751384
149.36264	0.0	0.0	-0.346	99			5319.8933094
149.36264	0.0	0.0	-0.277	99			5319.9125075
149.36264	0.0	0.0	-0.465	99			5319.931792
149.36264	0.0	0.0	-0.091	99			5319.9519369
149.36264	0.0	0.0	-0.009	99			5319.9723181
149.36264	0.0	0.0	0.315	99			5319.992185
149.36264	0.0	0.0	-0.445	99			5320.0123468
149.36264	0.0	0.0	0.397	99			5320.0318383
149.36264	0.0	0.0	0.053	99			5320.051769
149.36264	0.0	0.0	-0.374	99			5320.0721881
149.36264	0.0	0.0	0.456	99			5320.0919216
149.36264	0.0	0.0	0.186	99			5320.1127042
149.36264	0.0	0.0	0.262	99			5320.1320872
149.36264	0.0	0.0	-0.384	99			5320.1519661
149.36264	0.0	0.0	0.201	99			5320.1722226
149.36264	0.0	0.0	0.234	99			5320.1921452
149.36264	0.0	0.0	-0.489	99			5320.2126973
149.36264	0.0	0.0	0.457	99			5320.2326038
149.36264	0.0	0.0	-0.398	99			5320.2519978
149.36264	0.0	0.0	0.057	99			5320.2722459
149.36264	0.0	0.0	0.466	99			5320.2927599
149.36264	0.0	0.0	-0.195	99			5320.3137636
149.36264	0.0	0.0	-0.042	99			5320.3347813
149.36264	0.0	0.0	-0.263	99			5320.3537772
149.36264	0.0	0.0	0.0	99			5320.3721476
149.36264	0.0	0.0	0.176	99			5320.3921518
149.36264	0.0	0.0	0.179	99			5320.4208071
149.36264	0.0	0.0	-0.218	99			5320.4372014
149.36264	0.0	0.0	0.28	99			5320.4530336
149.36264	0.0	0.0	-0.458	99			5320.4723107
149.36264	0.0	0.0	0.249	99			5320.4921692
149.36264	0.0	0.0	0.354	99			5320.5125765
149.36264	0.0	0.0	0.422	99			5320.535153
149.36264	0.0	0.0	0.423	99			5320.551737
149.36264	0.0	0.0	-0.056	99			5320.5720321
149.36264	0.0	0.0	0.119	99			5320.5923212
149.36264	0.0	0.0	0.293	99			5320.61229
149.36264	0.0	0.0	-0.102	99			5320.6320769
149.36264	0.0	0.0	0.341	99			5320.6518215
149.36264	0.0	0.0	-0.364	99			5320.6723392
149.36264	0.0	0.0	-0.243	99			5320.6921809
149.36264	0.0	0.0	-0.174	99			5320.7125337
149.36264	0.0	0.0	-0.082	99			5320.7317127
149.36264	0.0	0.0	0.322	99			5320.7518817
149.36264	0.0	0.0	0.301	99			5320.7720249
149.36264	0.0	0.0	-0.274	99			5320.7964605
149.36264	0.0	0.0	0.328	99			5320.8134042
149.36264	0.0	0.0	0.381	99			5320.8318614
149.36264	0.0	0.0	0.145	99			5320.8517972
149.36264	0.0	0.0	0.076	99			5320.8722059
149.36264	0.0	0.0	0.155	99			5320.8922499
149.36264	0.0	0.0	-0.239	99			5320.9131395
149.36264	0.0	0.0	0.302	99			5320.9317179
149.36264	0.0	0.0	-0.412	99			5320.9522233
149.36264	0.0	0.0	0.069	99			5320.9720504
149.36264	0.0	0.0	-0.086	99			5320.9923903
149.36264	0.0	0.0	-0.207	99			5321.012679
149.36264	0.0	0.0	0.316	99			5321.0318771
149.36264	0.0	0.0	0.198	99			5321.0517432
149.36264	0.0	0.0	-0.436	99			5321.0719357
149.36264	0.0	0.0	-0.209	99			5321.0932683
149.36264	0.0	0.0	0.1	99			5321.1126344
149.36264	0.0	0.0	-0.267	99			5321.1317113
149.36264	0.0	0.0	-0.25	99			5321.1548582
149.36264	0.0	0.0	0.101	99			5321.1730526
149.36264	0.0	0.0	0.429	99			5321.1925234
149.36264	0.0	0.0	-0.12	99			5321.2122286
149.36264	0.0	0.0	-0.066	99			5321.2338956
149.36264	0.0	0.0	-0.327	99			5321.2560131
149.36264	0.0	0.0	0.038	99			5321.2718949
149.36264	0.0	0.0	-0.244	99			5321.2929738
149.36264	0.0	0.0	0.474	99			5321.3126344
149.36264	0.0	0.0	-0.048	99			5321.3317028
149.36264	0.0	0.0	0.235	99			5321.3519003
149.36264	0.0	0.0	0.14	99			5321.3717566
149.36264	0.0	0.0	-0.015	99			5321.3931615
149.36264	0.0	0.0	0.018	99			5321.4176056
149.36264	0.0	0.0	-0.051	99			5321.4454148
149.36264	0.0	0.0	-0.029	99			5321.4616789
149.36264	0.0	0.0	-0.325	99			5321.4785859
149.36264	0.0	0.0	-0.456	99			5321.4955288
149.36264	0.0	0.0	0.237	99			5321.5118054
