current_position	current_torque	current_velocity	demanded_torque	event_id	event_type	prediction	timestamp
54.50549	0.0	0.0	-0.429	99			1894.0015708
54.50549	0.0	0.0	0.026	99			1894.4035483
54.50549	0.0	0.0	0.024	99			1894.4174047
54.50549	0.0	0.0	-0.163	99			1894.4420048
54.50549	0.0	0.0	0.103	99			1894.4594021
54.50549	0.0	0.0	0.007	99			1894.4757285
54.50549	0.0	0.0	-0.045	99			1894.4939828
54.50549	0.0	0.0	0.254	99			1894.5109191
54.50549	0.0	0.0	0.463	99			1894.5304189
54.50549	0.0	0.0	-0.229	99			1894.5499578
54.50549	0.0	0.0	-0.282	99			1894.5722466
54.50549	0.0	0.0	-0.202	99			1894.5917982
54.50549	0.0	0.0	-0.193	99			1894.6117395
54.50549	0.0	0.0	0.182	99			1894.6314296
54.50549	0.0	0.0	0.446	99			1894.6493329
54.50549	0.0	0.0	-0.015	99			1894.6746455
54.50549	0.0	0.0	0.344	99			1894.6917207
54.50549	0.0	0.0	-0.294	99			1894.7104694
54.50549	0.0	0.0	-0.459	99			1894.7339465
54.50549	0.0	0.0	0.249	99			1894.7561482
54.50549	0.0	0.0	0.499	99			1894.7763623
54.50549	0.0	0.0	0.013	99			1894.7951845
54.50549	0.0	0.0	0.124	99			1894.8129798
54.50549	0.0	0.0	0.362	99			1894.8364425
54.50549	0.0	0.0	-0.298	99			1894.8567688
54.50549	0.0	0.0	-0.25	99			1894.8971175
54.50549	0.0	0.0	-0.446	99			1894.9131466
54.50549	0.0	0.0	0.371	99			1894.9433674
54.50549	0.0	0.0	-0.217	99			1894.9599146
54.50549	0.0	0.0	0.331	99			1894.984394
54.50549	0.0	0.0	0.381	99			1895.0009534
54.50549	0.0	0.0	0.356	99			1895.0175629
54.50549	0.0	0.0	0.283	99			1895.0331665
54.50549	0.0	0.0	-0.233	99			1895.0558885
54.50549	0.0	0.0	-0.155	99			1895.0746551
54.50549	0.0	0.0	0.26	99			1895.0938983
54.50549	0.0	0.0	0.102	99			1895.1143975
54.50549	0.0	0.0	-0.106	99			1895.1328257
54.50549	0.0	0.0	0.204	99			1895.158327
54.50549	0.0	0.0	0.119	99			1895.1741987
54.50549	0.0	0.0	-0.133	99			1895.1940021
