current_position	current_torque	current_velocity	demanded_torque	event_id	event_type	prediction	timestamp
149.36264	0.0	0.0	-0.006	99			5313.6184108
149.36264	0.0	0.0	0.35	99			5313.9948915
149.36264	0.0	0.0	0.343	99			5314.0091582
149.36264	0.0	0.0	-0.075	99			5314.0306924
149.36264	0.0	0.0	-0.037	99			5314.0532607
149.36264	0.0	0.0	0.307	99			5314.0741212
149.36264	0.0	0.0	0.113	99			5314.0958546
149.36264	0.0	0.0	-0.204	99			5314.1124654
149.36264	0.0	0.0	-0.245	99			5314.1503705
149.36264	0.0	0.0	0.0	99			5314.1730153
149.36264	0.0	0.0	0.02	99			5314.1916006
149.36264	0.0	0.0	-0.101	99			5314.2333232
149.36264	0.0	0.0	0.091	99			5314.2501155
149.36264	0.0	0.0	0.108	99			5314.2773526
149.36264	0.0	0.0	0.332	99			5314.2929706
149.36264	0.0	0.0	-0.361	99			5314.3372548
149.36264	0.0	0.0	0.453	99			5314.3538419
149.36264	0.0	0.0	-0.1	99			5314.4041997
149.36264	0.0	0.0	0.256	99			5314.4207187
149.36264	0.0	0.0	-0.222	99			5314.4376809
149.36264	0.0	0.0	-0.032	99			5314.4555655
149.36264	0.0	0.0	-0.387	99			5314.4978998
149.36264	0.0	0.0	0.111	99			5314.5147799
149.36264	0.0	0.0	0.373	99			5314.5317756
149.36264	0.0	0.0	0.498	99			5314.5563652
149.36264	0.0	0.0	-0.217	99			5314.6069781
149.36264	0.0	0.0	-0.349	99			5314.6276175
149.36264	0.0	0.0	-0.133	99			5314.647799
149.36264	0.0	0.0	-0.159	99			5314.6724184
149.36264	0.0	0.0	0.215	99			5314.6934302
149.36264	0.0	0.0	0.236	99			5314.712407
149.36264	0.0	0.0	0.435	99			5314.7407506
149.36264	0.0	0.0	-0.462	99			5314.7580357
149.36264	0.0	0.0	0.168	99			5314.7781504
149.36264	0.0	0.0	0.253	99			5314.7936466
149.36264	0.0	0.0	0.113	99			5314.8117979
