current_position	current_torque	current_velocity	demanded_torque	event_id	event_type	prediction	timestamp
169.67033	0.0	0.0	-0.206	99			5893.5857525
169.67033	0.0	0.0	0.08	99			5893.9828739
169.67033	0.0	0.0	0.253	99			5894.0052153
169.75824	0.0	0.0	0.012	99			5894.0209967
169.67033	0.0	0.0	0.037	99			5894.1271453
169.67033	0.0	0.0	-0.127	99			5894.1442291
169.67033	0.0	0.0	0.192	99			5894.1673248
169.67033	0.0	0.0	-0.337	99			5894.1841282
169.75824	0.0	0.0	-0.118	99			5894.208112
169.67033	0.0	0.0	-0.356	99			5894.225093
169.67033	0.0	0.0	0.351	99			5894.2420423
169.67033	0.0	0.0	-0.453	99			5894.2600198
169.75824	0.0	0.0	-0.376	99			5894.2764742
169.67033	0.0	0.0	0.098	99			5894.3021162
169.75824	0.0	0.0	0.489	99			5894.3220931
169.67033	0.0	0.0	0.404	99			5894.3397808
169.67033	0.0	0.0	0.352	99			5894.3558842
169.67033	0.0	0.0	-0.085	99			5894.3836368
169.75824	0.0	0.0	0.472	99			5894.4007951
169.67033	0.0	0.0	-0.439	99			5894.4186537
169.67033	0.0	0.0	-0.233	99			5894.4371678
169.67033	0.0	0.0	0.389	99			5894.4585823
169.67033	0.0	0.0	-0.064	99			5894.4767028
169.75824	0.0	0.0	-0.026	99			5894.5007105
169.67033	0.0	0.0	-0.415	99			5894.5186832
169.75824	0.0	0.0	0.392	99			5894.5364269
169.67033	0.0	0.0	0.032	99			5894.5583671
169.75824	0.0	0.0	0.295	99			5894.5768089
169.67033	0.0	0.0	-0.092	99			5894.6227612
