current_force	current_position	current_torque	current_velocity	demanded_torque	event_id	event_type	prediction	timestamp
0.0	0	0	0	0	99			1937.2107952
0.0	0	0	0	0	99			1937.3172813
0.0	0	0	0	0	99			1937.4192301
0.346475	133.23199	0.0	0.0	0.0	99			1937.5219319
0.51264	133.144	0.0	0.0	0.0	99			1937.5433921
0.8732599999999999	133.23199	0.0	0.0	0.0	99			1937.560688
1.10872	133.23199	0.0	0.0	0.0	99			1937.5778328
1.3859	133.23199	0.0	0.0	0.0	99			1937.5950673
1.4693399999999999	133.23199	0.0	0.0	0.0	99			1937.611008
1.5110599999999998	133.23199	0.0	0.0	0.0	99			1937.6274711
1.5945	133.23199	0.0	0.0	0.0	99			1937.6442492
1.8031	133.23199	0.0	0.0	0.0	99			1937.6613194
2.0117000000000003	133.23199	0.0	0.0	0.0	99			1937.6781417
2.30374	133.32001	0.0	0.0	0.0	99			1937.6943389
2.6375	133.32001	0.0	0.0	0.0	99			1937.7117646
2.8461	133.32001	0.0	0.0	0.0	99			1937.7287554
2.97126	133.32001	0.0	0.0	0.0	99			1937.760293
3.1798599999999997	133.32001	0.0	0.0	0.0	99			1937.7779385
3.0964199999999997	133.584	0.0079	24.65052	0.0	99			1937.7951764
3.2633	133.584	0.0079	0.0	0.0	99			1937.8122531
3.43018	133.672	0.0079	0.0	0.0	99			1937.8283849
3.43018	133.672	-0.0079	0.0	0.0	99			1937.8462802
3.3467399999999996	133.672	0.0	0.0	0.0	99			1937.8621178
3.43018	133.75999	0.0	12.49294	0.0	99			1937.8790129
3.2215800000000003	133.75999	-0.0079	0.0	0.0	99			1937.895545
2.97126	133.75999	-0.0079	0.0	0.0	99			1937.9121672
2.97126	133.75999	0.0	0.0	0.0	99			1937.9281979
2.8461000000000003	133.84801	0.0	0.0	0.0	99			1937.9799321
2.76266	133.75999	0.0	0.0	0.0	99			1937.9959779
2.67922	133.75999	0.0	0.0	0.0	99			1938.0253685
2.6375	133.75999	0.0	0.0	0.0	99			1938.0537456
2.55406	133.84801	0.0	0.0	0.0	99			1938.08352
2.55406	133.75999	0.0	0.0	0.0	99			1938.1012836
2.5123400000000005	133.75999	0.0	0.0	0.0	99			1938.1171204
2.4288999999999996	133.75999	0.0	0.0	0.0	99			1938.1341478
2.38718	133.75999	0.0	0.0	0.0	99			1938.1502067
2.34546	133.84801	0.0	0.0	0.0	99			1938.1661858
2.26202	133.75999	0.0	0.0	0.0	99			1938.1815804
2.2203	133.84801	0.0	0.0	0.0	99			1938.1978097
2.26202	133.84801	0.0	0.0	0.0	99			1938.2150072
2.09514	133.75999	0.0	0.0	0.0	99			1938.2315031
2.0117000000000003	133.75999	0.0	0.0	0.0	99			1938.2484549
1.9699800000000003	133.75999	0.0	0.0	0.0	99			1938.26534
1.9282599999999999	133.84801	0.0	0.0	0.0	99			1938.2825228
1.7613799999999997	133.75999	0.0	0.0	0.0	99			1938.2984941
1.8031	133.84801	0.0	0.0	0.0	99			1938.3154365
1.84482	133.75999	0.0	0.0	0.0	99			1938.332363
1.8031	133.75999	0.0	0.0	0.0	99			1938.3493282
1.8031	133.75999	0.0	0.0	0.0	99			1938.3653113
2.05342	133.75999	0.0	0.0	0.0	99			1938.3816325
2.09514	133.75999	0.0	0.0	0.0	99			1938.398218
2.3037400000000003	133.75999	0.0	0.0	0.0	99			1938.4152317
2.5123400000000005	133.84801	0.0	0.0	0.0	99			1938.43116
2.55406	133.75999	0.0	0.0	0.0	99			1938.4471408
2.47062	133.75999	0.0	0.0	0.0	99			1938.4628302
2.4289	133.75999	0.0	0.0	0.0	99			1938.4801505
2.13686	133.75999	0.0	0.0	0.0	99			1938.4966475
2.05342	133.75999	0.0	0.0	0.0	99			1938.5133346
1.88654	133.75999	0.0	0.0	0.0	99			1938.5304489
1.88654	133.75999	0.0	0.0	0.0	99			1938.5473748
1.9282599999999999	133.75999	0.0	0.0	0.0	99			1938.5642473
1.9282599999999999	133.75999	0.0	0.0	0.0	99			1938.5802019
1.84482	133.84801	0.0	0.0	0.0	99			1938.5971148
1.9282599999999999	133.75999	0.0	0.0	0.0	99			1938.6142813
1.96998	133.75999	0.0	0.0	0.0	99			1938.6300773
2.05342	133.75999	0.0	0.0	0.0	99			1938.6461137
2.13686	133.75999	0.0	0.0	0.0	99			1938.6629696
2.13686	133.75999	0.0	0.0	0.0	99			1938.6789329
2.0951400000000002	133.75999	0.0	0.0	0.0	99			1938.6959144
2.09514	133.75999	0.0	0.0	0.0	99			1938.7129981
2.09514	133.84801	0.0	0.0	0.0	99			1938.7298709
2.17858	133.75999	0.0	0.0	0.0	99			1938.7457451
2.17858	133.84801	0.0	0.0	0.0	99			1938.7617311
2.17858	133.84801	0.0	0.0	0.0	99			1938.7784355
2.05342	133.75999	0.0	0.0	0.0	99			1938.795426
2.09514	133.75999	0.0	0.0	0.0	99			1938.8123255
1.9282600000000003	133.75999	0.0	0.0	0.0	99			1938.8283467
1.96998	133.84801	0.0	0.0	0.0	99			1938.8453771
1.8865399999999997	133.75999	0.0	0.0	0.0	99			1938.862189
1.71966	133.84801	0.0	0.0	0.0	99			1938.9004949
1.3859	133.84801	0.0	0.0	0.0	99			1938.9044823
1.30246	133.75999	0.0	0.0	0.0	99			1938.9220881
1.3859000000000001	133.75999	0.0	0.0	0.0	99			1938.9389892
1.30246	133.84801	0.0	0.0	0.0	99			1938.9549884
1.1773	133.75999	0.0	0.0	0.0	99			1938.9708932
1.05214	133.75999	0.0	0.0	0.0	99			1938.9878418
0.88526	133.75999	0.0	0.0	0.0	99			1939.0037881
0.46806000000000003	133.84801	0.0	0.0	0.0	99			1939.0207673
0.30118	133.75999	0.0	0.0	0.0	99			1939.0367937
0.25946	133.75999	0.0	0.0	0.0	99			1939.0536734
