current_force	current_position	current_torque	current_velocity	demanded_torque	event_id	event_type	prediction	timestamp
0.0	0	0	0	0	99			10406.6324547
0.0	0	0	0	0	99			10413.4123467
0.12339333333333334	87.296	0.0	17458.7207	0.0	99			10413.5359445
0.18509	87.296	0.0	0.0	0.0	99			10413.556723
0.22210800000000003	87.296	0.0	0.0	0.0	99			10413.5780627
0.296144	87.296	0.0	0.0	0.0	99			10413.5955095
0.363004	87.296	0.0	0.0	0.0	99			10413.6224568
0.35582800000000003	87.296	0.0	0.0	0.0	99			10413.6391764
0.348652	87.296	0.0	0.0	0.0	99			10413.6562181
0.341476	87.296	0.0	0.0	0.0	99			10413.6729346
0.3343	87.296	0.0	0.0	0.0	99			10413.6897796
0.341476	87.296	0.0	0.0	0.0	99			10413.7067486
0.34865199999999996	87.296	0.0	0.0	0.0	99			10413.722725
0.355828	87.296	0.0	0.0	0.0	99			10413.7386766
0.363004	87.296	0.0	0.0	0.0	99			10413.7546103
0.37018	87.296	0.0	0.0	0.0	99			10413.7706352
0.37018	87.296	0.0	0.0	0.0	99			10413.786607
0.363004	87.296	0.0	0.0	0.0	99			10413.8036878
0.363004	87.296	0.0	0.0	0.0	99			10413.8196308
0.355828	87.296	0.0	0.0	0.0	99			10413.869474
0.348652	87.296	0.0	0.0	0.0	99			10413.890352
0.341476	87.296	0.0	0.0	0.0	99			10413.9073325
0.341476	87.296	0.0	0.0	0.0	99			10413.9241925
0.3343	87.296	0.0	0.0	0.0	99			10413.9410868
0.3343	87.296	0.0	0.0	0.0	99			10413.9582569
0.341476	87.296	0.0	0.0	0.0	99			10413.9750991
0.34865199999999996	87.296	0.0	0.0	0.0	99			10413.9919836
0.363004	87.296	0.0	0.0	0.0	99			10414.0089726
0.37017999999999995	87.296	0.0	0.0	0.0	99			10414.0259389
0.37735599999999997	87.296	0.0	0.0	0.0	99			10414.0429098
0.37735599999999997	87.296	0.0	0.0	0.0	99			10414.0598521
0.37735599999999997	87.296	0.0	0.0	0.0	99			10414.0768225
0.37018	87.296	0.0	0.0	0.0	99			10414.093778
0.37018	87.296	0.0	0.0	0.0	99			10414.1097391
0.37018	87.296	0.0	0.0	0.0	99			10414.1258143
0.37018	87.296	0.0	0.0	0.0	99			10414.143644
0.37018	87.296	0.0	0.0	0.0	99			10414.1595749
0.37018	87.296	0.0	0.0	0.0	99			10414.175545
0.37735599999999997	87.296	0.0	0.0	0.0	99			10414.1914782
0.384532	87.296	0.0	0.0	0.0	99			10414.2076279
0.39170800000000006	87.296	0.0	0.0	0.0	99			10414.2234158
0.39888400000000007	87.296	0.0	0.0	0.0	99			10414.2506598
0.40606	87.296	0.0	0.0	0.0	99			10414.2593206
0.40606	87.296	0.0	0.0	0.0	99			10414.2752865
0.40606	87.296	0.0	0.0	0.0	99			10414.2912169
0.40606	87.296	0.0	0.0	0.0	99			10414.3087328
0.40606	87.296	0.0	0.0	0.0	99			10414.3247262
0.40606	87.296	0.0	0.0	0.0	99			10414.3406386
0.40606	87.296	0.0	0.0	0.0	99			10414.3565979
0.40606	87.296	0.0	0.0	0.0	99			10414.3725548
0.39888399999999996	87.296	0.0	0.0	0.0	99			10414.3885235
0.39170799999999995	87.296	0.0	0.0	0.0	99			10414.4053969
0.37735599999999997	87.296	0.0	0.0	0.0	99			10414.4214246
